hand,age,ace,df,svpt,1stIn,1stWon,2ndWon,SvGms,bpSaved,bpFaced,rank,rank_points,won,surface,draw_size,tourney_level,tourney_date,best_of,round,minutes
R,24.9,9.0,1.0,64.0,40.0,33.0,19.0,11.0,1.0,1.0,11.0,3308.0,1,Hard,32,A,2022,3,R32,89.0
R,23.5,7.0,1.0,41.0,27.0,26.0,7.0,8.0,0.0,0.0,52.0,916.0,1,Hard,32,A,2022,3,QF,64.0
R,26.8,11.0,9.0,145.0,90.0,65.0,27.0,21.0,10.0,15.0,20.0,1820.0,1,Hard,128,G,2019,5,R128,162.0
R,30.5,5.0,5.0,53.0,32.0,22.0,7.0,10.0,1.0,6.0,95.0,799.0,0,Hard,32,A,2021,3,R32,91.0
L,20.1,8.0,6.0,107.0,66.0,46.0,16.0,15.0,4.0,8.0,24.0,1425.0,0,Clay,128,G,2019,5,R128,130.0
L,25.7,0.0,2.0,85.0,59.0,28.0,10.0,10.0,6.0,13.0,57.0,1142.0,0,Grass,32,A,2021,3,R32,90.0
R,27.6,5.0,0.0,53.0,40.0,29.0,5.0,10.0,0.0,2.0,60.0,963.0,1,Hard,32,A,2019,3,QF,75.0
R,18.1,4.0,8.0,55.0,30.0,21.0,10.0,9.0,3.0,6.0,147.0,402.0,0,Hard,32,A,2018,3,QF,67.0
L,26.0,1.0,0.0,54.0,43.0,33.0,4.0,8.0,1.0,1.0,28.0,1930.0,1,Hard,32,A,2021,3,QF,67.0
R,24.7,13.0,4.0,74.0,49.0,35.0,13.0,12.0,4.0,7.0,10.0,3366.0,1,Hard,64,M,2021,3,R32,107.0
R,33.5,3.0,4.0,77.0,36.0,26.0,23.0,13.0,2.0,5.0,63.0,780.0,0,Hard,32,A,2017,3,R16,102.0
L,28.9,4.0,4.0,52.0,29.0,22.0,13.0,10.0,0.0,2.0,94.0,588.0,0,Hard,32,A,2019,3,R16,67.0
R,28.2,4.0,2.0,98.0,56.0,42.0,28.0,17.0,4.0,5.0,100.0,786.0,0,Grass,32,A,2021,3,R32,155.0
R,29.8,1.0,1.0,13.0,4.0,2.0,4.0,2.0,2.0,3.0,22.0,2101.0,0,Hard,16,A,2022,3,RR,33.0
R,23.3,5.0,10.0,67.0,36.0,21.0,9.0,11.0,5.0,11.0,130.0,430.0,0,Clay,128,G,2018,5,R128,87.0
R,20.9,2.0,3.0,102.0,57.0,36.0,28.0,16.0,5.0,8.0,200.0,274.0,0,Hard,128,G,2017,5,R64,123.0
L,30.5,7.0,1.0,85.0,58.0,41.0,15.0,13.0,5.0,7.0,84.0,919.0,1,Clay,32,A,2021,3,R32,131.0
R,27.7,11.0,8.0,100.0,57.0,48.0,16.0,15.0,3.0,6.0,58.0,905.0,0,Hard,4,D,2018,5,RR,97.0
R,35.2,1.0,4.0,80.0,51.0,34.0,9.0,11.0,4.0,9.0,65.0,785.0,0,Clay,64,M,2019,3,R64,104.0
R,31.4,5.0,2.0,54.0,32.0,24.0,7.0,9.0,0.0,3.0,54.0,930.0,0,Hard,32,A,2018,3,R32,63.0
L,34.7,2.0,4.0,70.0,36.0,26.0,13.0,9.0,7.0,10.0,39.0,1085.0,0,Hard,64,M,2022,3,R64,91.0
R,21.4,4.0,2.0,54.0,35.0,27.0,14.0,10.0,1.0,1.0,5.0,4755.0,1,Hard,64,M,2018,3,QF,71.0
R,25.9,2.0,1.0,54.0,39.0,24.0,5.0,9.0,3.0,7.0,32.0,1415.0,0,Clay,64,M,2018,3,R32,80.0
R,21.2,16.0,10.0,143.0,85.0,67.0,26.0,20.0,12.0,13.0,47.0,992.0,1,Hard,128,G,2017,5,R128,210.0
R,28.0,4.0,5.0,77.0,43.0,30.0,18.0,12.0,5.0,7.0,66.0,825.0,0,Clay,32,A,2018,3,QF,101.0
R,33.4,13.0,2.0,85.0,58.0,38.0,13.0,13.0,5.0,8.0,10.0,3290.0,0,Hard,32,A,2018,3,SF,108.0
R,17.9,2.0,2.0,71.0,41.0,27.0,13.0,11.0,3.0,6.0,119.0,645.0,0,Clay,64,A,2021,3,R64,103.0
R,22.6,7.0,1.0,70.0,45.0,28.0,18.0,11.0,5.0,7.0,27.0,1956.0,1,Hard,128,M,2021,3,R64,94.0
R,20.5,12.0,5.0,72.0,40.0,27.0,16.0,11.0,4.0,7.0,126.0,453.0,0,Clay,32,A,2017,3,R32,96.0
R,29.3,0.0,1.0,88.0,67.0,35.0,13.0,11.0,9.0,13.0,88.0,623.0,0,Clay,32,A,2022,3,R32,124.0
R,26.7,5.0,2.0,71.0,48.0,34.0,8.0,11.0,2.0,5.0,129.0,454.0,1,Hard,128,M,2017,3,R64,110.0
R,21.4,2.0,2.0,65.0,44.0,29.0,12.0,10.0,6.0,8.0,80.0,698.0,0,Hard,32,A,2018,3,R32,83.0
R,36.0,5.0,0.0,88.0,56.0,41.0,22.0,15.0,2.0,2.0,262.0,189.0,1,Hard,4,D,2017,5,RR,131.0
R,22.3,9.0,2.0,50.0,34.0,31.0,7.0,9.0,3.0,3.0,60.0,899.0,1,Hard,64,A,2018,3,R64,80.0
R,21.3,1.0,3.0,83.0,59.0,47.0,14.0,16.0,4.0,7.0,36.0,1366.0,1,Hard,128,M,2018,3,R16,136.0
R,29.3,4.0,1.0,54.0,27.0,24.0,15.0,9.0,3.0,3.0,3.0,4960.0,1,Clay,32,A,2018,3,R32,79.0
L,26.9,7.0,3.0,115.0,83.0,62.0,18.0,16.0,8.0,9.0,158.0,359.0,1,Clay,32,A,2017,3,QF,158.0
L,21.8,3.0,4.0,89.0,56.0,29.0,16.0,12.0,6.0,12.0,221.0,244.0,0,Grass,128,G,2017,5,R128,82.0
R,30.1,11.0,5.0,79.0,34.0,29.0,22.0,12.0,1.0,3.0,32.0,1278.0,0,Grass,32,A,2019,3,R16,100.0
L,30.8,1.0,3.0,73.0,48.0,32.0,11.0,13.0,3.0,7.0,7.0,3735.0,1,Clay,64,M,2017,3,R32,138.0
R,19.7,5.0,4.0,154.0,95.0,65.0,35.0,26.0,8.0,12.0,19.0,2500.0,1,Clay,128,G,2021,5,R128,212.0
R,31.7,4.0,0.0,57.0,44.0,35.0,7.0,9.0,1.0,1.0,10.0,2335.0,1,Hard,24,A,2020,3,SF,81.0
R,30.0,0.0,3.0,50.0,30.0,20.0,15.0,9.0,0.0,1.0,102.0,543.0,1,Grass,32,A,2019,3,QF,84.0
R,31.3,8.0,1.0,168.0,99.0,65.0,42.0,24.0,4.0,5.0,152.0,498.0,0,Hard,128,G,2021,5,R128,240.0
R,22.5,2.0,0.0,41.0,28.0,22.0,8.0,8.0,0.0,1.0,14.0,2840.0,1,Clay,32,A,2021,3,SF,74.0
L,27.0,2.0,4.0,42.0,27.0,15.0,6.0,8.0,0.0,4.0,82.0,633.0,0,Clay,32,A,2017,3,R16,64.0
R,28.9,11.0,1.0,105.0,63.0,45.0,27.0,17.0,3.0,6.0,120.0,674.0,0,Hard,32,A,2021,3,R32,131.0
R,29.7,19.0,1.0,73.0,48.0,42.0,15.0,14.0,3.0,4.0,6.0,4860.0,1,Grass,32,A,2018,3,R16,102.0
R,28.7,3.0,1.0,109.0,76.0,47.0,18.0,16.0,9.0,14.0,490.0,71.0,0,Clay,4,D,2021,3,RR,189.0
R,23.8,8.0,6.0,75.0,38.0,29.0,18.0,13.0,4.0,7.0,40.0,1613.0,0,Clay,64,M,2021,3,R64,103.0
R,29.8,12.0,1.0,68.0,47.0,38.0,6.0,11.0,1.0,3.0,17.0,2265.0,0,Hard,64,M,2020,3,SF,97.0
R,33.6,4.0,0.0,72.0,47.0,34.0,14.0,11.0,2.0,4.0,214.0,319.0,0,Grass,32,A,2021,3,R16,86.0
R,24.2,10.0,7.0,106.0,54.0,32.0,20.0,14.0,10.0,17.0,39.0,1245.0,0,Hard,128,G,2019,5,R128,118.0
R,26.0,5.0,9.0,175.0,106.0,71.0,33.0,27.0,4.0,12.0,43.0,1055.0,1,Grass,128,G,2022,5,R16,274.0
R,23.7,1.0,1.0,59.0,39.0,25.0,7.0,9.0,2.0,6.0,5.0,5750.0,0,Clay,64,M,2022,3,F,96.0
L,38.0,12.0,1.0,67.0,42.0,36.0,17.0,11.0,6.0,6.0,62.0,958.0,1,Hard,32,A,2019,3,R32,89.0
R,28.9,18.0,6.0,83.0,40.0,35.0,24.0,14.0,4.0,5.0,7.0,4155.0,1,Hard,128,G,2017,5,R64,100.0
R,18.5,7.0,1.0,93.0,54.0,42.0,24.0,16.0,0.0,2.0,157.0,344.0,1,Clay,32,A,2019,3,R32,122.0
R,31.2,9.0,0.0,66.0,38.0,26.0,22.0,10.0,2.0,2.0,41.0,1423.0,1,Hard,64,A,2021,3,R16,99.0
R,23.6,2.0,2.0,67.0,44.0,30.0,9.0,9.0,5.0,8.0,146.0,376.0,0,Hard,32,A,2020,3,R32,70.0
R,28.2,0.0,2.0,50.0,33.0,22.0,10.0,9.0,1.0,3.0,53.0,945.0,0,Hard,32,A,2018,3,R32,64.0
R,29.5,12.0,2.0,83.0,51.0,41.0,10.0,11.0,3.0,4.0,35.0,1245.0,1,Hard,4,D,2019,3,RR,109.0
L,20.3,6.0,11.0,180.0,114.0,80.0,33.0,29.0,14.0,21.0,33.0,1310.0,0,Hard,128,G,2019,5,R32,214.0
R,29.0,1.0,9.0,74.0,38.0,24.0,17.0,10.0,5.0,8.0,44.0,1382.0,0,Hard,64,A,2021,3,QF,89.0
L,28.3,5.0,6.0,77.0,48.0,37.0,15.0,9.0,4.0,4.0,177.0,324.0,1,Clay,32,A,2018,3,R16,99.0
R,23.6,4.0,1.0,117.0,79.0,51.0,19.0,22.0,6.0,13.0,7.0,6120.0,0,Grass,128,G,2021,5,R16,161.0
R,27.0,2.0,2.0,54.0,38.0,26.0,11.0,9.0,0.0,1.0,13.0,2290.0,1,Hard,64,M,2018,3,R16,76.0
R,31.9,0.0,4.0,47.0,20.0,13.0,4.0,7.0,3.0,9.0,100.0,782.0,0,Clay,32,A,2021,3,R32,70.0
R,30.4,4.0,2.0,68.0,38.0,26.0,15.0,10.0,2.0,4.0,303.0,161.0,1,Hard,32,A,2018,3,R32,87.0
R,31.4,3.0,2.0,63.0,33.0,26.0,9.0,9.0,7.0,11.0,50.0,1201.0,0,Hard,32,A,2021,3,R16,70.0
R,27.6,6.0,2.0,63.0,35.0,27.0,13.0,10.0,2.0,4.0,19.0,1835.0,1,Hard,32,A,2018,3,R16,88.0
R,28.6,3.0,3.0,76.0,51.0,31.0,12.0,11.0,5.0,8.0,30.0,1305.0,0,Clay,32,A,2017,3,R16,112.0
R,20.3,3.0,3.0,61.0,35.0,30.0,16.0,11.0,1.0,2.0,10.0,3350.0,1,Hard,16,A,2022,3,RR,96.0
R,29.4,5.0,1.0,59.0,38.0,31.0,12.0,11.0,1.0,3.0,20.0,2215.0,1,Hard,32,A,2020,3,R32,83.0
R,29.6,11.0,6.0,53.0,22.0,20.0,17.0,9.0,3.0,4.0,52.0,935.0,1,Hard,32,A,2018,3,R16,71.0
L,32.6,12.0,3.0,57.0,37.0,31.0,11.0,10.0,1.0,1.0,66.0,768.0,1,Hard,32,A,2018,3,R32,72.0
R,27.6,8.0,6.0,95.0,53.0,43.0,17.0,14.0,2.0,5.0,53.0,898.0,1,Hard,32,A,2018,3,R32,128.0
R,27.2,9.0,1.0,99.0,72.0,51.0,15.0,16.0,3.0,6.0,63.0,755.0,0,Hard,64,A,2022,3,R16,166.0
R,35.8,3.0,2.0,65.0,44.0,29.0,11.0,9.0,7.0,8.0,100.0,610.0,1,Clay,32,A,2018,3,R32,73.0
R,28.4,3.0,3.0,85.0,53.0,36.0,13.0,15.0,2.0,7.0,32.0,1110.0,0,Hard,32,A,2017,3,R16,158.0
R,21.6,14.0,3.0,64.0,39.0,34.0,16.0,11.0,1.0,1.0,58.0,877.0,1,Clay,64,M,2019,3,R64,85.0
L,21.1,2.0,0.0,57.0,40.0,20.0,9.0,9.0,8.0,12.0,67.0,919.0,0,Hard,8,A,2021,3,RR,64.0
R,37.8,2.0,0.0,55.0,31.0,19.0,9.0,8.0,3.0,7.0,188.0,295.0,0,Hard,64,M,2022,3,R16,93.0
R,31.4,2.0,5.0,64.0,34.0,15.0,10.0,9.0,5.0,11.0,48.0,1023.0,0,Clay,64,M,2022,3,R32,105.0
R,31.5,6.0,5.0,79.0,51.0,29.0,13.0,12.0,8.0,14.0,33.0,1591.0,0,Hard,16,A,2022,3,RR,134.0
R,27.0,5.0,5.0,164.0,107.0,73.0,24.0,24.0,11.0,18.0,5.0,5010.0,0,Hard,128,G,2017,5,R16,203.0
R,27.0,11.0,1.0,112.0,69.0,53.0,19.0,18.0,5.0,9.0,115.0,655.0,0,Hard,32,A,2021,3,R32,171.0
L,28.5,11.0,6.0,91.0,49.0,39.0,25.0,16.0,2.0,3.0,121.0,585.0,0,Hard,32,A,2022,3,R32,146.0
R,26.2,6.0,2.0,91.0,56.0,40.0,13.0,13.0,7.0,12.0,72.0,769.0,0,Clay,32,A,2019,3,R16,139.0
R,27.8,4.0,5.0,77.0,37.0,23.0,16.0,10.0,5.0,10.0,26.0,1450.0,0,Hard,24,A,2020,3,RR,109.0
R,24.9,14.0,3.0,79.0,47.0,34.0,16.0,13.0,3.0,6.0,11.0,3055.0,1,Hard,32,A,2022,3,R16,119.0
L,23.9,6.0,6.0,166.0,107.0,61.0,30.0,19.0,23.0,29.0,59.0,946.0,0,Hard,128,G,2019,5,R64,185.0
R,19.3,10.0,0.0,84.0,52.0,43.0,14.0,16.0,2.0,5.0,91.0,606.0,1,Hard,32,A,2018,3,R32,120.0
R,29.8,2.0,1.0,61.0,40.0,25.0,10.0,10.0,0.0,3.0,64.0,971.0,0,Clay,32,A,2022,3,R32,105.0
R,24.2,3.0,3.0,70.0,37.0,25.0,12.0,10.0,6.0,10.0,51.0,1198.0,0,Clay,64,M,2021,3,R64,97.0
R,30.1,6.0,2.0,104.0,58.0,43.0,25.0,15.0,5.0,7.0,145.0,404.0,1,Hard,32,A,2018,3,QF,137.0
R,32.4,2.0,5.0,63.0,40.0,28.0,6.0,9.0,4.0,8.0,33.0,1195.0,0,Hard,32,A,2019,3,SF,76.0
R,34.1,5.0,4.0,122.0,75.0,59.0,25.0,20.0,5.0,7.0,1.0,12113.0,1,Grass,128,G,2021,5,F,204.0
R,24.7,4.0,4.0,51.0,26.0,20.0,17.0,8.0,5.0,5.0,6.0,5890.0,1,Hard,32,A,2020,3,R32,65.0
R,28.7,10.0,5.0,95.0,61.0,45.0,13.0,15.0,7.0,10.0,58.0,855.0,0,Hard,32,A,2019,3,SF,114.0
R,18.6,1.0,4.0,58.0,40.0,28.0,10.0,10.0,1.0,4.0,719.0,24.0,1,Clay,4,D,2020,3,RR,90.0
R,29.7,3.0,4.0,61.0,31.0,21.0,14.0,9.0,2.0,4.0,127.0,424.0,0,Grass,32,A,2017,3,R16,62.0
R,26.0,3.0,1.0,59.0,39.0,31.0,13.0,10.0,2.0,2.0,127.0,619.0,1,Clay,32,A,2021,3,R32,86.0
L,21.3,26.0,11.0,169.0,104.0,82.0,26.0,24.0,16.0,21.0,17.0,2075.0,0,Hard,128,G,2020,5,QF,248.0
R,32.3,10.0,3.0,75.0,45.0,34.0,17.0,11.0,4.0,5.0,33.0,1195.0,1,Hard,128,G,2019,5,R128,85.0
R,25.1,10.0,4.0,65.0,44.0,35.0,13.0,12.0,2.0,3.0,60.0,913.0,1,Grass,32,A,2022,3,QF,100.0
R,19.0,1.0,2.0,104.0,78.0,46.0,12.0,15.0,3.0,9.0,276.0,152.0,0,Clay,64,A,2019,3,R32,149.0
L,22.9,0.0,4.0,110.0,64.0,29.0,27.0,13.0,9.0,15.0,177.0,323.0,0,Hard,128,G,2018,5,R128,112.0
R,32.4,8.0,3.0,81.0,48.0,41.0,13.0,14.0,6.0,9.0,45.0,1373.0,1,Hard,128,M,2021,3,R128,123.0
R,30.2,3.0,2.0,59.0,30.0,16.0,15.0,8.0,4.0,7.0,25.0,1545.0,0,Hard,64,M,2017,3,R32,66.0
L,31.2,4.0,3.0,109.0,74.0,54.0,24.0,19.0,2.0,3.0,1.0,7645.0,1,Hard,128,G,2017,5,R32,195.0
R,28.7,5.0,3.0,42.0,22.0,19.0,9.0,9.0,0.0,3.0,63.0,751.0,0,Hard,64,A,2017,3,R64,55.0
R,34.8,6.0,5.0,78.0,38.0,26.0,22.0,13.0,4.0,7.0,50.0,1035.0,0,Hard,32,A,2019,3,R16,122.0
R,23.9,19.0,3.0,135.0,95.0,67.0,23.0,24.0,3.0,8.0,30.0,1735.0,0,Hard,128,G,2021,5,R128,224.0
R,25.9,9.0,1.0,89.0,63.0,51.0,17.0,16.0,1.0,2.0,36.0,1320.0,0,Hard,32,A,2018,3,QF,114.0
R,31.3,2.0,5.0,70.0,38.0,26.0,12.0,8.0,7.0,10.0,261.0,204.0,0,Clay,4,D,2022,3,RR,88.0
L,19.1,0.0,3.0,105.0,82.0,38.0,11.0,12.0,5.0,13.0,141.0,398.0,0,Clay,128,G,2018,5,R64,124.0
L,30.0,3.0,4.0,55.0,35.0,25.0,8.0,9.0,0.0,3.0,78.0,791.0,0,Clay,32,A,2020,3,QF,93.0
R,28.4,7.0,6.0,68.0,39.0,29.0,15.0,10.0,0.0,2.0,40.0,1155.0,1,Hard,32,A,2017,3,R32,110.0
R,36.1,6.0,2.0,76.0,45.0,29.0,13.0,10.0,8.0,11.0,56.0,882.0,0,Hard,32,A,2018,3,QF,83.0
L,30.2,4.0,2.0,70.0,45.0,37.0,12.0,12.0,3.0,4.0,49.0,1030.0,1,Hard,32,A,2018,3,SF,93.0
R,28.9,2.0,1.0,54.0,33.0,19.0,8.0,9.0,1.0,6.0,101.0,682.0,0,Clay,32,A,2020,3,QF,91.0
R,26.5,4.0,7.0,140.0,85.0,57.0,27.0,22.0,9.0,14.0,37.0,1152.0,1,Hard,128,G,2018,5,R128,195.0
R,19.9,13.0,8.0,196.0,114.0,82.0,45.0,28.0,7.0,12.0,50.0,1026.0,0,Hard,128,G,2019,5,R64,288.0
L,35.3,13.0,8.0,133.0,71.0,48.0,24.0,16.0,22.0,28.0,29.0,1410.0,0,Hard,128,G,2017,5,R128,123.0
L,27.9,5.0,3.0,56.0,30.0,21.0,15.0,10.0,3.0,5.0,102.0,554.0,0,Hard,64,M,2018,3,R32,79.0
R,34.2,12.0,2.0,150.0,99.0,76.0,22.0,23.0,9.0,12.0,1.0,11113.0,1,Hard,128,G,2021,5,SF,214.0
L,29.7,8.0,1.0,108.0,66.0,49.0,26.0,16.0,7.0,8.0,98.0,544.0,1,Hard,32,A,2017,3,QF,141.0
R,22.2,14.0,9.0,114.0,69.0,49.0,18.0,16.0,4.0,8.0,5.0,4325.0,0,Clay,32,A,2019,3,SF,187.0
R,26.8,1.0,4.0,52.0,28.0,22.0,14.0,9.0,3.0,4.0,55.0,971.0,1,Clay,32,A,2022,3,QF,73.0
R,28.4,2.0,2.0,30.0,16.0,12.0,3.0,5.0,1.0,3.0,37.0,1190.0,0,Hard,32,A,2017,3,R32,34.0
R,29.6,2.0,1.0,54.0,24.0,14.0,11.0,8.0,4.0,9.0,107.0,747.0,0,Clay,32,A,2021,3,SF,71.0
R,19.7,3.0,2.0,89.0,57.0,33.0,17.0,13.0,9.0,13.0,17.0,2500.0,1,Clay,32,A,2021,3,R32,153.0
R,29.2,8.0,4.0,91.0,53.0,35.0,23.0,15.0,5.0,10.0,55.0,875.0,0,Hard,32,A,2022,3,R16,149.0
R,31.7,12.0,5.0,107.0,74.0,54.0,19.0,17.0,4.0,7.0,50.0,965.0,0,Hard,32,A,2018,3,R32,158.0
R,26.2,16.0,3.0,98.0,70.0,55.0,14.0,17.0,7.0,8.0,52.0,955.0,0,Hard,32,A,2022,3,R32,152.0
R,34.2,1.0,1.0,56.0,33.0,17.0,13.0,8.0,2.0,5.0,29.0,1440.0,0,Hard,32,A,2018,3,R32,69.0
R,22.3,4.0,1.0,56.0,34.0,27.0,11.0,9.0,0.0,1.0,35.0,1255.0,1,Hard,32,A,2020,3,R16,79.0
R,33.2,10.0,4.0,65.0,34.0,26.0,10.0,9.0,1.0,4.0,56.0,1065.0,0,Hard,32,A,2021,3,R16,82.0
R,22.9,12.0,7.0,109.0,63.0,46.0,21.0,15.0,10.0,13.0,36.0,1210.0,1,Hard,64,M,2022,3,R64,175.0
R,30.5,11.0,1.0,73.0,44.0,35.0,12.0,11.0,1.0,3.0,47.0,1010.0,0,Hard,32,A,2020,3,R16,111.0
R,25.5,3.0,2.0,57.0,39.0,31.0,12.0,10.0,1.0,2.0,142.0,418.0,0,Clay,32,A,2017,3,R16,93.0
R,28.9,6.0,6.0,102.0,55.0,32.0,19.0,12.0,14.0,20.0,531.0,65.0,0,Hard,4,D,2017,5,RR,124.0
R,25.3,5.0,4.0,100.0,59.0,48.0,18.0,16.0,2.0,5.0,13.0,3258.0,0,Grass,32,A,2022,3,R16,130.0
R,37.4,2.0,0.0,18.0,8.0,6.0,3.0,2.0,4.0,5.0,284.0,175.0,0,Hard,32,A,2022,3,SF,17.0
R,26.9,10.0,5.0,89.0,49.0,34.0,19.0,15.0,4.0,9.0,229.0,216.0,0,Hard,32,A,2019,3,R32,112.0
R,31.6,14.0,6.0,103.0,69.0,57.0,19.0,17.0,1.0,2.0,42.0,1075.0,0,Hard,32,A,2018,3,R16,139.0
R,33.3,1.0,6.0,65.0,30.0,19.0,16.0,10.0,1.0,5.0,152.0,363.0,0,Clay,32,A,2018,3,R32,57.0
R,34.3,5.0,1.0,64.0,34.0,25.0,16.0,10.0,1.0,3.0,18.0,1850.0,1,Hard,64,M,2022,3,R32,96.0
L,32.0,3.0,2.0,81.0,41.0,26.0,27.0,11.0,6.0,8.0,42.0,1130.0,1,Clay,32,A,2020,3,R32,119.0
R,34.9,0.0,0.0,93.0,66.0,47.0,9.0,12.0,7.0,9.0,385.0,117.0,1,Clay,32,A,2017,3,R16,108.0
R,19.6,4.0,0.0,80.0,50.0,37.0,19.0,11.0,5.0,5.0,33.0,1238.0,1,Hard,64,M,2018,3,R64,111.0
R,31.5,5.0,2.0,84.0,57.0,38.0,12.0,12.0,6.0,8.0,89.0,870.0,0,Grass,32,A,2021,3,R32,123.0
R,28.0,5.0,4.0,80.0,44.0,34.0,18.0,10.0,9.0,10.0,52.0,900.0,1,Clay,64,M,2017,3,R64,75.0
R,22.4,5.0,3.0,93.0,56.0,44.0,21.0,15.0,2.0,4.0,15.0,2445.0,0,Clay,64,M,2019,3,R16,151.0
R,28.6,5.0,4.0,86.0,44.0,32.0,22.0,14.0,5.0,8.0,50.0,985.0,0,Hard,128,M,2018,3,R128,98.0
R,31.4,18.0,1.0,78.0,48.0,41.0,23.0,12.0,2.0,2.0,37.0,1225.0,1,Hard,4,D,2020,3,RR,132.0
R,35.9,0.0,0.0,64.0,37.0,28.0,13.0,8.0,5.0,5.0,35.0,1370.0,1,Hard,128,M,2018,3,R64,73.0
R,33.2,6.0,1.0,37.0,25.0,23.0,9.0,8.0,0.0,0.0,98.0,576.0,1,Grass,32,A,2019,3,QF,50.0
R,19.9,6.0,2.0,51.0,29.0,25.0,12.0,9.0,2.0,2.0,94.0,554.0,1,Hard,32,A,2017,3,R32,63.0
R,26.4,15.0,5.0,70.0,43.0,38.0,19.0,14.0,2.0,2.0,6.0,4450.0,1,Clay,128,G,2017,5,R128,92.0
R,34.9,1.0,2.0,51.0,25.0,19.0,17.0,9.0,1.0,2.0,1.0,8260.0,1,Clay,64,M,2022,3,R32,90.0
L,22.7,9.0,2.0,112.0,85.0,60.0,19.0,16.0,5.0,6.0,14.0,2475.0,1,Hard,16,A,2022,3,RR,154.0
R,25.0,5.0,4.0,49.0,26.0,20.0,8.0,8.0,3.0,6.0,39.0,1105.0,0,Grass,32,A,2022,3,QF,66.0
R,27.1,14.0,1.0,140.0,100.0,81.0,21.0,22.0,5.0,5.0,40.0,1070.0,1,Grass,128,G,2022,5,R32,197.0
L,22.9,17.0,4.0,97.0,66.0,51.0,16.0,15.0,4.0,6.0,25.0,2270.0,1,Grass,32,A,2021,3,R32,130.0
L,25.2,2.0,3.0,47.0,32.0,16.0,7.0,8.0,3.0,8.0,70.0,741.0,0,Hard,32,A,2022,3,R16,65.0
R,31.6,5.0,8.0,73.0,47.0,31.0,13.0,12.0,1.0,4.0,92.0,836.0,1,Clay,32,A,2021,3,R32,123.0
R,22.2,1.0,4.0,86.0,54.0,38.0,13.0,13.0,9.0,12.0,80.0,919.0,1,Clay,32,A,2021,3,R32,123.0
R,25.0,2.0,0.0,56.0,35.0,26.0,14.0,9.0,5.0,5.0,35.0,1113.0,1,Grass,32,A,2022,3,R16,65.0
R,27.7,15.0,1.0,57.0,33.0,28.0,21.0,11.0,1.0,1.0,20.0,1755.0,1,Hard,32,A,2018,3,R16,84.0
R,22.7,6.0,1.0,53.0,36.0,24.0,11.0,10.0,1.0,3.0,75.0,699.0,1,Hard,32,A,2017,3,R32,82.0
L,34.2,4.0,0.0,105.0,72.0,45.0,17.0,14.0,6.0,9.0,37.0,1221.0,1,Clay,64,M,2022,3,R64,149.0
R,28.4,3.0,1.0,61.0,34.0,23.0,19.0,11.0,0.0,2.0,27.0,1530.0,1,Grass,32,A,2018,3,R32,83.0
R,18.7,15.0,5.0,106.0,62.0,47.0,17.0,15.0,2.0,6.0,252.0,208.0,1,Grass,32,A,2017,3,R16,148.0
L,24.8,2.0,6.0,94.0,59.0,42.0,15.0,14.0,2.0,6.0,84.0,688.0,1,Clay,32,A,2018,3,R16,147.0
R,30.1,2.0,2.0,79.0,49.0,36.0,19.0,14.0,2.0,3.0,31.0,1270.0,1,Clay,32,A,2017,3,QF,110.0
R,34.9,2.0,1.0,68.0,42.0,31.0,13.0,11.0,2.0,5.0,69.0,819.0,0,Clay,64,M,2018,3,R64,92.0
R,22.7,6.0,2.0,86.0,61.0,48.0,13.0,15.0,5.0,7.0,13.0,2195.0,0,Hard,64,M,2019,3,R64,138.0
R,30.4,2.0,3.0,74.0,41.0,31.0,15.0,11.0,2.0,4.0,121.0,505.0,1,Hard,32,A,2020,3,R32,100.0
R,21.0,3.0,1.0,72.0,41.0,25.0,18.0,12.0,2.0,5.0,85.0,618.0,1,Hard,64,A,2022,3,R64,104.0
R,27.9,4.0,2.0,53.0,32.0,21.0,8.0,9.0,0.0,4.0,146.0,388.0,0,Grass,32,A,2017,3,R16,52.0
R,23.4,6.0,0.0,40.0,31.0,24.0,6.0,7.0,2.0,2.0,13.0,2221.0,1,Hard,64,M,2019,3,R64,61.0
R,26.8,3.0,5.0,70.0,37.0,32.0,17.0,11.0,1.0,2.0,23.0,1503.0,1,Hard,64,A,2022,3,R32,106.0
R,35.4,2.0,0.0,69.0,39.0,23.0,12.0,9.0,3.0,7.0,17.0,2185.0,0,Clay,64,M,2020,3,R64,83.0
L,35.4,2.0,5.0,61.0,38.0,28.0,7.0,10.0,1.0,4.0,38.0,1155.0,0,Clay,64,M,2019,3,R64,92.0
R,34.0,0.0,3.0,51.0,28.0,21.0,15.0,8.0,4.0,4.0,63.0,867.0,1,Clay,32,A,2020,3,R32,78.0
R,26.3,6.0,4.0,80.0,36.0,29.0,23.0,14.0,1.0,4.0,180.0,397.0,0,Clay,32,A,2021,3,R32,112.0
R,31.5,9.0,5.0,105.0,67.0,48.0,17.0,15.0,5.0,8.0,51.0,1134.0,1,Hard,2,D,2021,3,RR,120.0
U,21.4,8.0,0.0,39.0,24.0,19.0,8.0,6.0,2.0,2.0,224.0,229.0,1,Hard,32,A,2022,3,R32,71.0
L,21.5,4.0,3.0,56.0,38.0,38.0,12.0,11.0,0.0,0.0,57.0,900.0,1,Hard,32,A,2020,3,SF,81.0
